type;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;qualitygoodornot
white;8,3;,16;,48;1,7;,057;31;98;,9943;3,15;,41;10,3;6;0
white;6,2;,25;,47;11,6;,048;62;210;,9968;3,19;,5;9,5;5;0
white;6,1;,16;,27;12,6;,064;63;162;,9994;3,66;,43;8,9;5;0
white;7,6;,39;,22;2,8;,036;19;113;,9926;3,03;,29;10,2;5;0
white;6,8;,37;,47;11,2;,071;44;136;,9968;2,98;,88;9,2;5;0
white;7,6;,16;,44;1,4;,043;25;109;,9932;3,11;,75;10,3;6;0
white;7,1;,18;,42;1,4;,045;47;157;,9916;2,95;,31;10,5;6;0
white;8,3;,14;,26;1,5;,049;56;189;,9946;3,21;,62;9,5;6;0
white;8,6;,2;,42;1,5;,041;35;125;,9925;3,11;,49;11,4;7;1
white;8,6;,2;,42;1,5;,041;35;125;,9925;3,11;,49;11,4;7;1
white;6,8;,19;,32;7,05;,019;54;188;,9935;3,25;,37;11,1;8;1
white;7,6;,19;,38;10,6;,06;48;174;,9962;3,13;,38;10,5;6;0
white;6,8;,34;,74;2,8;,088;23;185;,9928;3,51;,7;12;6;0
white;6,2;,15;,46;1,6;,039;38;123;,993;3,38;,51;9,7;6;0
white;6,6;,14;,44;1,6;,042;47;140;,993;3,32;,51;10,2;6;0
white;8;,55;,17;8,2;,04;13;60;,9956;3,09;,3;9,5;4;0
white;7;,24;,35;1,5;,052;51;128;,9941;3,41;,59;10,4;7;1
white;6,3;,6;,44;11;,05;50;245;,9972;3,19;,57;9,3;4;0
white;7,1;,2;,41;2,1;,054;24;166;,9948;3,48;,62;10,5;6;0
white;6,2;,34;,29;7,6;,047;45;232;,9955;3,35;,62;10;6;0
white;7,1;,3;,36;6,8;,055;44,5;234;,9972;3,49;,64;10,2;6;0
white;7,1;,3;,36;6,8;,055;44,5;234;,9972;3,49;,64;10,2;6;0
white;7,9;,64;,46;10,6;,244;33;227;,9983;2,87;,74;9,1;3;0
white;8,8;,17;,38;1,8;,04;39;148;,9942;3,16;,67;10,2;6;0
white;7,5;,17;,37;1,5;,06;18;75;,9936;3,54;,88;10,7;5;0
white;7,1;,47;,24;6;,044;11;77;,9956;3,21;,56;9,7;5;0
white;7,1;,15;,34;5,3;,034;33;104;,9953;3,37;,52;9,3;7;1
white;7,5;,17;,34;1,4;,035;13;102;,9918;3,05;,74;11;5;0
white;8,2;,68;,3;2,1;,047;17;138;,995;3,22;,71;10,8;4;0
white;7,7;,275;,3;1;,039;19;75;,992;3,01;,56;10,7;5;0
white;7,3;,49;,32;5,2;,043;18;104;,9952;3,24;,45;10,7;4;0
white;7,5;,33;,48;19,45;,048;55;243;1,001;2,95;,4;8,8;5;0
white;7,2;,21;,37;1,6;,049;23;94;,9924;3,16;,48;10,9;7;1
white;7,3;,15;,4;2;,05;24;92;,9932;3,14;,45;10,5;5;0
white;6,5;,19;,1;1,3;,046;23;107;,9937;3,29;,45;10;5;0
white;7;,31;,52;1,7;,029;5;61;,9918;3,07;,43;10,4;5;0
white;8,3;,4;,38;1,1;,038;15;75;,9934;3,03;,43;9,2;5;0
white;6,1;,37;,36;4,7;,035;36;116;,991;3,31;,62;12,6;6;0
white;7,3;,24;,34;7,5;,048;29;152;,9962;3,1;,54;9;5;0
white;6,9;,21;,81;1,1;,137;52;123;,9932;3,03;,39;9,2;6;0
white;7,6;,29;,42;1,3;,035;18;86;,9908;2,99;,39;11,3;5;0
white;9,4;,29;,55;2,2;,05;17;119;,9962;3,12;,69;10,3;4;0
white;7;,31;,52;1,7;,029;5;61;,9918;3,07;,43;10,4;5;0
white;8,6;,26;,41;2,2;,049;29;111;,9941;2,96;,44;10;5;0
white;7,5;,21;,34;1,2;,06;26;111;,9931;3,51;,47;10,7;6;0
white;7,2;,51;,24;10;,093;35;197;,9981;3,41;,47;9;5;0
white;7,5;,21;,34;1,2;,06;26;111;,9931;3,51;,47;10,7;6;0
white;5,3;,3;,2;1,1;,077;48;166;,9944;3,3;,54;8,7;4;0
white;8;,26;,36;2;,054;30;121;,992;3,09;,72;11,6;7;1
white;7;,21;,28;7,5;,07;45;185;,9966;3,34;,55;9,4;5;0
white;6,7;,26;,26;4;,079;35,5;216;,9956;3,31;,68;9,5;5;0
white;6,7;,26;,26;4,1;,073;36;202;,9956;3,3;,67;9,5;5;0
white;8,1;,26;,37;1,9;,072;48;159;,9949;3,37;,7;10,9;6;0
white;8,3;,22;,38;14,8;,054;32;126;1,0002;3,22;,5;9,7;5;0
white;6,4;,3;,51;5,5;,048;62;172;,9942;3,08;,45;9,1;6;0
white;7,5;,19;,34;2,6;,037;33;125;,9923;3,1;,49;11,1;7;1
white;8,8;,33;,44;6,35;,024;9;87;,9917;2,96;,4;12,6;7;1
white;6,9;,2;,36;1,5;,031;38;147;,9931;3,35;,56;11;6;0
white;8;,37;,32;1,6;,04;32;166;,992;3;,55;11,3;7;1
white;8,3;,22;,38;14,8;,054;32;126;1,0002;3,22;,5;9,7;5;0
white;8,2;,29;,33;9,1;,036;28;118;,9953;2,96;,4;10,9;7;1
white;7,7;,34;,3;8;,048;25;192;,9951;2,97;,47;10,9;5;0
white;6,2;,55;,45;12;,049;27;186;,9974;3,17;,5;9,3;6;0
white;6,4;,4;,19;3,2;,033;28;124;,9904;3,22;,54;12,7;7;1
white;7,5;,28;,33;7,7;,048;42;180;,9974;3,37;,59;10,1;6;0
white;7,8;,26;,44;1,3;,037;43;132;,9944;3,18;,65;10;5;0
white;6,5;,26;,34;16,3;,051;56;197;1,0004;3,49;,42;9,8;5;0
white;6,3;,34;,29;6,2;,046;29;227;,9952;3,29;,53;10,1;6;0
white;6,8;,15;,33;4,7;,059;31;118;,9956;3,43;,39;9;7;1
white;6,3;,27;,25;5,8;,038;52;155;,995;3,28;,38;9,4;6;0
white;6,3;,27;,25;5,8;,038;52;155;,995;3,28;,38;9,4;6;0
white;7,4;,2;,37;16,95;,048;43;190;,9995;3,03;,42;9,2;6;0
white;6,3;,23;,21;5,1;,035;29;142;,9942;3,36;,33;10,1;7;1
white;7,3;,31;,69;10,2;,041;58;160;,9977;3,06;,45;8,6;5;0
white;5,2;,24;,45;3,8;,027;21;128;,992;3,55;,49;11,2;8;1
white;7;,24;,32;1,3;,037;39;123;,992;3,17;,42;11,2;8;1
white;7,4;,2;,37;16,95;,048;43;190;,9995;3,03;,42;9,2;6;0
white;7;,17;,33;4;,034;17;127;,9934;3,19;,39;10,6;7;1
white;8,3;,21;,58;17,1;,049;62;213;1,0006;3,01;,51;9,3;6;0
white;7,2;,21;,35;14,5;,048;35;178;,9982;3,05;,47;8,9;6;0
white;7,1;,21;,4;1,2;,069;24;156;,9928;3,42;,43;10,6;6;0
white;8,4;,17;,31;6,7;,038;29;132;,9945;3,1;,32;10,6;7;1
white;7,4;,24;,31;8,4;,045;52;183;,9963;3,09;,32;8,8;5;0
white;5,3;,24;,33;1,3;,033;25;97;,9906;3,59;,38;11;8;1
white;6,5;,28;,26;8,8;,04;44;139;,9956;3,32;,37;10,2;6;0
white;6,3;,23;,21;5,1;,035;29;142;,9942;3,36;,33;10,1;7;1
white;6,5;,29;,25;10,6;,039;32;120;,9962;3,31;,34;10,1;6;0
white;5,8;,29;,21;2,6;,025;12;120;,9894;3,39;,79;14;7;1
white;6,3;,27;,25;5,8;,038;52;155;,995;3,28;,38;9,4;6;0
white;6,3;,17;,42;2,8;,028;45;107;,9908;3,27;,43;11,8;6;0
white;6,3;,16;,4;1,6;,033;59;148;,9914;3,44;,53;11,4;5;0
white;7,9;,29;,39;6,7;,036;6;117;,9938;3,12;,42;10,7;5;0
white;7,3;,31;,69;10,2;,041;58;160;,9977;3,06;,45;8,6;5;0
white;5,5;,32;,45;4,9;,028;25;191;,9922;3,51;,49;11,5;7;1
white;5,2;,24;,45;3,8;,027;21;128;,992;3,55;,49;11,2;8;1
white;7,2;,37;,15;2;,029;27;87;,9903;3,3;,59;12,6;7;1
white;6,1;,29;,27;1,7;,024;13;76;,9893;3,21;,51;12,6;7;1
white;9,2;,22;,4;2,4;,054;18;151;,9952;3,04;,46;9,3;4;0
white;7,2;,37;,15;2;,029;27;87;,9903;3,3;,59;12,6;7;1
white;8;,18;,37;1,3;,04;15;96;,9912;3,06;,61;12,1;6;0
white;6,5;,22;,34;12;,053;55;177;,9983;3,52;,44;9,9;6;0
white;7,4;,18;,4;1,6;,047;22;102;,9937;3,28;,44;10,7;5;0
white;6,5;,52;,17;1,4;,047;5;26;,9932;3,26;,32;10;4;0
white;7;,15;,38;2,2;,047;33;96;,9928;3,13;,39;10,4;8;1
white;5,9;,415;,13;1,4;,04;11;64;,9922;3,29;,52;10,5;5;0
white;8,1;,45;,34;8,3;,037;33;216;,9976;3,31;,64;9,7;5;0
white;5,8;,415;,13;1,4;,04;11;64;,9922;3,29;,52;10,5;5;0
white;6,4;,5;,16;12,9;,042;26;138;,9974;3,28;,33;9;5;0
white;6,7;,105;,32;12,4;,051;34;106;,998;3,54;,45;9,2;6;0
white;6;,4;,3;1,6;,047;30;117;,9931;3,17;,48;10,1;6;0
white;6,6;,25;,39;1,45;,04;40;89;,9911;3,35;,4;11,4;7;1
white;9,8;,36;,45;1,6;,042;11;124;,9944;2,93;,46;10,8;5;0
white;9,6;,23;,4;1,5;,044;19;135;,9937;2,96;,49;10,9;5;0
white;6,3;,55;,45;13;,047;33;182;,9974;3,2;,46;9,2;6;0
white;6,5;,115;,29;1,95;,038;73;166;,989;3,12;,25;12,9;7;1
white;6,4;,125;,29;5,85;,042;24;99;,992;3,23;,32;12;7;1
white;5,7;,1;,27;1,3;,047;21;100;,9928;3,27;,46;9,5;5;0
white;7,9;,25;,29;5,3;,031;33;117;,9918;3,06;,32;11,8;7;1
white;6,9;,2;,28;1,2;,048;36;159;,9936;3,19;,43;9,1;6;0
white;6,9;,23;,34;4;,047;24;128;,9944;3,2;,52;9,7;6;0
white;6,8;,39;,31;14,35;,043;28;162;,9988;3,17;,54;9,1;5;0
white;8,7;,22;,42;2,3;,053;27;114;,994;2,99;,43;10;5;0
white;7,4;,41;,34;4,7;,042;19;127;,9953;3,25;,42;10,4;5;0
white;6,7;,25;,34;12,85;,048;30;161;,9986;3,44;,47;9,5;6;0
white;6;,26;,42;5,2;,027;70;178;,9914;3,4;,4;12,3;8;1
white;6,1;,31;,37;8,4;,031;70;170;,9934;3,42;,4;11,7;8;1
white;9,2;,28;,46;3,2;,058;39;133;,996;3,14;,58;9,5;5;0
white;9;,31;,49;6,9;,034;26;91;,9937;2,99;,34;11,5;5;0
white;8,5;,16;,33;1;,076;17;57;,9921;3,14;,46;10,6;6;0
white;9,3;,34;,49;7,3;,052;30;146;,998;3,17;,61;10,2;5;0
white;9,2;,28;,46;3,2;,058;39;133;,996;3,14;,58;9,5;5;0
white;7,2;,24;,3;1,6;,048;27;131;,9933;3,25;,45;10,5;5;0
white;7,2;,25;,32;1,5;,047;27;132;,9933;3,26;,44;10,5;5;0
white;6,8;,32;,18;7,5;,041;71;223;,9959;3,14;,41;8,9;5;0
white;9,1;,27;,32;1,1;,031;15;151;,9936;3,03;,41;10,6;5;0
white;8,9;,34;,32;1,3;,041;12;188;,9953;3,17;,49;9,5;5;0
white;7;,17;,37;5,7;,025;29;111;,9938;3,2;,49;10,8;6;0
white;6,7;,25;,23;7,2;,038;61;220;,9952;3,14;,35;9,5;5;0
white;6,9;,32;,17;7,6;,042;69;219;,9959;3,13;,4;8,9;5;0
white;6,8;,32;,18;7,5;,041;71;223;,9959;3,14;,41;8,9;5;0
white;6,1;,6;0;1,3;,042;24;79;,9937;3,31;,38;9,4;4;0
white;5,3;,395;,07;1,3;,035;26;102;,992;3,5;,35;10,6;6;0
white;7,9;,16;,3;4,8;,037;37;171;,9967;3,47;,44;9;4;0
white;7,6;,33;,36;2,1;,034;26;172;,9944;3,42;,48;10,5;4;0
white;7,8;,3;,29;16,85;,054;23;135;,9998;3,16;,38;9;6;0
white;7,8;,3;,29;16,85;,054;23;135;,9998;3,16;,38;9;6;0
white;5,7;,26;,27;4,1;,201;73,5;189,5;,9942;3,27;,38;9,4;6;0
white;7,8;,3;,29;16,85;,054;23;135;,9998;3,16;,38;9;6;0
white;7,5;,14;,34;1,3;,055;50;153;,9945;3,29;,8;9,6;6;0
white;7,8;,3;,29;16,85;,054;23;135;,9998;3,16;,38;9;6;0
white;6,6;,25;,41;7,4;,043;29;151;,9946;3,15;,6;10,2;7;1
white;5,7;,26;,27;4,1;,201;73,5;189,5;,9942;3,27;,38;9,4;6;0
white;8,2;,23;,49;,9;,057;15;73;,9928;3,07;,38;10,4;6;0
white;6;,24;,32;6,3;,03;34;129;,9946;3,52;,41;10,4;5;0
white;6,1;,45;,27;,8;,039;13;82;,9927;3,23;,32;9,5;5;0
white;7,4;,23;,43;1,4;,044;22;113;,9938;3,22;,62;10,6;6;0
white;7,2;,2;,38;1;,037;21;74;,9918;3,21;,37;11;5;0
white;7,5;,14;,34;1,3;,055;50;153;,9945;3,29;,8;9,6;6;0
white;7,7;,25;,43;4,5;,062;20;115;,9966;3,38;,5;9,9;6;0
white;8,2;,61;,45;5,4;,03;15;118;,9954;3,14;,34;9,6;5;0
white;7,6;,21;,44;1,9;,036;10;119;,9913;3,01;,7;12,8;6;0
white;7,4;,22;,33;2;,045;31;101;,9931;3,42;,55;11,4;5;0
white;7,2;,26;,26;12,7;,036;49;214;,9986;3,41;,5;10;6;0
white;6,4;,25;,41;8,6;,042;57;173;,9965;3;,44;9,1;5;0
white;6,3;,32;,35;11,1;,039;29;198;,9984;3,36;,5;9,4;7;1
white;6,8;,25;,29;2;,042;19;189;,9952;3,46;,54;10,2;6;0
white;9,8;,44;,4;2,8;,036;35;167;,9956;2,97;,39;9,2;5;0
white;7,2;,2;,25;4,5;,044;31;109;,9949;3,23;,36;9,4;5;0
white;8,2;,61;,45;5,4;,03;15;118;,9954;3,14;,34;9,6;5;0
white;7,5;,42;,45;9,1;,029;20;125;,996;3,12;,36;10,1;6;0
white;7,4;,22;,33;2;,045;31;101;,9931;3,42;,55;11,4;5;0
white;6,4;,26;,3;2,2;,025;33;134;,992;3,21;,47;10,6;6;0
white;7,9;,46;,32;4,1;,033;40;138;,9912;3,18;,44;12,8;7;1
white;6,5;,41;,64;11,8;,065;65;225;,9978;3,12;,51;8,9;5;0
white;7,5;,32;,37;1,2;,048;22;184;,9938;3,09;,43;9,3;5;0
white;6,6;,21;,38;2,2;,026;40;104;,9914;3,25;,4;11,1;8;1
white;7,1;,21;,3;1,4;,037;45;143;,9932;3,13;,33;9,9;6;0
white;7,6;,26;,47;1,6;,068;5;55;,9944;3,1;,45;9,6;5;0
white;7,6;,21;,44;1,9;,036;10;119;,9913;3,01;,7;12,8;6;0
white;6,9;,25;,26;5,2;,024;36;135;,9948;3,16;,72;10,7;7;1
white;7,1;,26;,32;14,45;,074;29;107;,998;2,96;,42;9,2;6;0
white;7,3;,22;,4;14,75;,042;44,5;129,5;,9998;3,36;,41;9,1;7;1
white;6,2;,37;,22;8,3;,025;36;216;,9964;3,33;,6;9,6;6;0
white;7,9;,22;,45;14,2;,038;53;141;,9992;3,03;,46;9,2;6;0
white;6,9;,25;,26;5,2;,024;36;135;,9948;3,16;,72;10,7;7;1
white;7,3;,22;,4;14,75;,042;44,5;129,5;,9998;3,36;,41;9,1;7;1
white;7,1;,26;,32;14,45;,074;29;107;,998;2,96;,42;9,2;6;0
white;7,4;,25;,37;6,9;,02;14;93;,9939;3;,48;10,7;7;1
white;6,8;,18;,37;1,5;,027;37;93;,992;3,3;,45;10,8;6;0
white;7;,17;,37;1,5;,028;26;75;,9922;3,3;,46;10,8;7;1
white;6,4;,3;,38;7,8;,046;35;192;,9955;3,1;,37;9;5;0
white;5;,33;,16;1,5;,049;10;97;,9917;3,48;,44;10,7;6;0
white;5;,33;,16;1,5;,049;10;97;,9917;3,48;,44;10,7;6;0
white;8,9;,33;,32;1,5;,047;11;200;,9954;3,19;,46;9,4;5;0
white;7;,26;,46;15,55;,037;61;171;,9986;2,94;,35;8,8;6;0
white;6,4;,3;,38;7,8;,046;35;192;,9955;3,1;,37;9;5;0
white;6,3;,21;,4;1,7;,031;48;134;,9917;3,42;,49;11,5;6;0
white;8;,23;,46;1,5;,03;30;125;,9907;3,23;,47;12,5;6;0
white;9,2;,28;,41;1;,042;14;59;,9922;2,96;,25;10,5;6;0
white;7,3;,27;,39;6,7;,064;28;188;,9958;3,29;,3;9,7;5;0
white;7,6;,32;,36;1,6;,04;32;155;,993;3,23;,52;11,3;6;0
white;5;,33;,16;1,5;,049;10;97;,9917;3,48;,44;10,7;6;0
white;9,7;,24;,45;1,2;,033;11;59;,9926;2,74;,47;10,8;6;0
white;8;,28;,42;7,1;,045;41;169;,9959;3,17;,43;10,6;5;0
white;8,2;,37;,36;1;,034;17;93;,9906;3,04;,32;11,7;8;1
white;8;,61;,38;12,1;,301;24;220;,9993;2,94;,48;9,2;5;0
white;7,2;,26;,44;7,1;,027;25;126;,993;3,02;,34;11,1;8;1
white;8,2;,37;,36;1;,034;17;93;,9906;3,04;,32;11,7;8;1
white;6,4;,23;,33;1,15;,044;15,5;217,5;,992;3,33;,44;11;6;0
white;5,9;,4;,32;6;,034;50;127;,992;3,51;,58;12,5;7;1
white;7,6;,28;,39;1,2;,038;21;115;,994;3,16;,67;10;6;0
white;8;,28;,42;7,1;,045;41;169;,9959;3,17;,43;10,6;5;0
white;7,2;,23;,39;2,3;,033;29;102;,9908;3,26;,54;12,3;7;1
white;6,8;,32;,37;3,4;,023;19;87;,9902;3,14;,53;12,7;6;0
white;7,2;,23;,39;2,3;,033;29;102;,9908;3,26;,54;12,3;7;1
white;6,9;,18;,38;6,5;,039;20;110;,9943;3,1;,42;10,5;5;0
white;9,4;,26;,53;1,2;,047;25;109;,9921;3,23;,28;12,5;6;0
white;8,3;,33;,42;1,15;,033;18;96;,9911;3,2;,32;12,4;3;0
white;7,3;,29;,3;13;,043;46;238;,9986;3,06;,41;8,7;6;0
white;7,9;,41;,37;4,5;,03;40;114;,992;3,17;,54;12,4;7;1
white;7,9;,44;,37;5,85;,033;27;93;,992;3,16;,54;12,6;7;1
white;7,7;,39;,3;5,2;,037;29;131;,9943;3,38;,44;11;6;0
white;7,7;,26;,31;1,3;,043;47;155;,9937;3,42;,5;10,1;6;0
white;7,8;,32;,31;1,7;,036;46;195;,993;3,03;,48;10,5;5;0
white;6,8;,32;,37;3,4;,023;19;87;,9902;3,14;,53;12,7;6;0
white;7,3;,24;,39;3,6;,024;35;116;,9928;3,17;,51;10,9;5;0
white;7,1;,44;,37;2,7;,041;35;128;,9896;3,07;,43;13,5;7;1
white;10,3;,25;,48;2,2;,042;28;164;,998;3,19;,59;9,7;5;0
white;7,9;,14;,28;1,8;,041;44;178;,9954;3,45;,43;9,2;6;0
white;7,4;,18;,42;2,1;,036;33;187;,9938;3,4;,41;10,6;7;1
white;8,1;,43;,42;6,6;,033;36;141;,9918;2,98;,39;13,3;7;1
white;7,1;,44;,37;2,7;,041;35;128;,9896;3,07;,43;13,5;7;1
white;6,4;,26;,22;5,1;,037;23;131;,9944;3,29;,32;10,1;5;0
white;8;,66;,72;17,55;,042;62;233;,9999;2,92;,68;9,4;4;0
white;8;,2;,4;5,2;,055;41;167;,9953;3,18;,4;10,6;7;1
white;7,2;,21;,34;1,1;,046;25;80;,992;3,25;,4;11,3;6;0
white;7,2;,18;,31;1,1;,045;20;73;,9925;3,32;,4;10,8;7;1
red;7,4;,7;0;1,9;,076;11;34;,9978;3,51;,56;9,4;5;0
red;7,8;,88;0;2,6;,098;25;67;,9968;3,2;,68;9,8;5;0
red;7,8;,76;,04;2,3;,092;15;54;,997;3,26;,65;9,8;5;0
red;11,2;,28;,56;1,9;,075;17;60;,998;3,16;,58;9,8;6;0
red;7,4;,7;0;1,9;,076;11;34;,9978;3,51;,56;9,4;5;0
red;7,4;,66;0;1,8;,075;13;40;,9978;3,51;,56;9,4;5;0
red;7,9;,6;,06;1,6;,069;15;59;,9964;3,3;,46;9,4;5;0
red;7,3;,65;0;1,2;,065;15;21;,9946;3,39;,47;10;7;1
red;7,8;,58;,02;2;,073;9;18;,9968;3,36;,57;9,5;7;1
red;7,5;,5;,36;6,1;,071;17;102;,9978;3,35;,8;10,5;5;0
red;6,7;,58;,08;1,8;,097;15;65;,9959;3,28;,54;9,2;5;0
red;7,5;,5;,36;6,1;,071;17;102;,9978;3,35;,8;10,5;5;0
red;5,6;,615;0;1,6;,089;16;59;,9943;3,58;,52;9,9;5;0
red;7,8;,61;,29;1,6;,114;9;29;,9974;3,26;1,56;9,1;5;0
red;8,9;,62;,18;3,8;,176;52;145;,9986;3,16;,88;9,2;5;0
red;8,9;,62;,19;3,9;,17;51;148;,9986;3,17;,93;9,2;5;0
red;8,5;,28;,56;1,8;,092;35;103;,9969;3,3;,75;10,5;7;1
red;8,1;,56;,28;1,7;,368;16;56;,9968;3,11;1,28;9,3;5;0
red;7,4;,59;,08;4,4;,086;6;29;,9974;3,38;,5;9;4;0
red;7,9;,32;,51;1,8;,341;17;56;,9969;3,04;1,08;9,2;6;0
red;8,9;,22;,48;1,8;,077;29;60;,9968;3,39;,53;9,4;6;0
red;7,6;,39;,31;2,3;,082;23;71;,9982;3,52;,65;9,7;5;0
red;7,9;,43;,21;1,6;,106;10;37;,9966;3,17;,91;9,5;5;0
red;8,5;,49;,11;2,3;,084;9;67;,9968;3,17;,53;9,4;5;0
red;6,9;,4;,14;2,4;,085;21;40;,9968;3,43;,63;9,7;6;0
red;6,3;,39;,16;1,4;,08;11;23;,9955;3,34;,56;9,3;5;0
red;7,6;,41;,24;1,8;,08;4;11;,9962;3,28;,59;9,5;5;0
red;7,9;,43;,21;1,6;,106;10;37;,9966;3,17;,91;9,5;5;0
red;7,1;,71;0;1,9;,08;14;35;,9972;3,47;,55;9,4;5;0
red;7,8;,645;0;2;,082;8;16;,9964;3,38;,59;9,8;6;0
red;6,7;,675;,07;2,4;,089;17;82;,9958;3,35;,54;10,1;5;0
red;6,9;,685;0;2,5;,105;22;37;,9966;3,46;,57;10,6;6;0
red;8,3;,655;,12;2,3;,083;15;113;,9966;3,17;,66;9,8;5;0
red;6,9;,605;,12;10,7;,073;40;83;,9993;3,45;,52;9,4;6;0
red;5,2;,32;,25;1,8;,103;13;50;,9957;3,38;,55;9,2;5;0
red;7,8;,645;0;5,5;,086;5;18;,9986;3,4;,55;9,6;6;0
red;7,8;,6;,14;2,4;,086;3;15;,9975;3,42;,6;10,8;6;0
red;8,1;,38;,28;2,1;,066;13;30;,9968;3,23;,73;9,7;7;1
red;5,7;1,13;,09;1,5;,172;7;19;,994;3,5;,48;9,8;4;0
red;7,3;,45;,36;5,9;,074;12;87;,9978;3,33;,83;10,5;5;0
red;7,3;,45;,36;5,9;,074;12;87;,9978;3,33;,83;10,5;5;0
red;8,8;,61;,3;2,8;,088;17;46;,9976;3,26;,51;9,3;4;0
red;7,5;,49;,2;2,6;,332;8;14;,9968;3,21;,9;10,5;6;0
red;8,1;,66;,22;2,2;,069;9;23;,9968;3,3;1,2;10,3;5;0
red;6,8;,67;,02;1,8;,05;5;11;,9962;3,48;,52;9,5;5;0
red;4,6;,52;,15;2,1;,054;8;65;,9934;3,9;,56;13,1;4;0
red;7,7;,935;,43;2,2;,114;22;114;,997;3,25;,73;9,2;5;0
red;8,7;,29;,52;1,6;,113;12;37;,9969;3,25;,58;9,5;5;0
red;6,4;,4;,23;1,6;,066;5;12;,9958;3,34;,56;9,2;5;0
red;5,6;,31;,37;1,4;,074;12;96;,9954;3,32;,58;9,2;5;0
red;8,8;,66;,26;1,7;,074;4;23;,9971;3,15;,74;9,2;5;0
red;6,6;,52;,04;2,2;,069;8;15;,9956;3,4;,63;9,4;6;0
red;6,6;,5;,04;2,1;,068;6;14;,9955;3,39;,64;9,4;6;0
red;8,6;,38;,36;3;,081;30;119;,997;3,2;,56;9,4;5;0
red;7,6;,51;,15;2,8;,11;33;73;,9955;3,17;,63;10,2;6;0
red;7,7;,62;,04;3,8;,084;25;45;,9978;3,34;,53;9,5;5;0
red;10,2;,42;,57;3,4;,07;4;10;,9971;3,04;,63;9,6;5;0
red;7,5;,63;,12;5,1;,111;50;110;,9983;3,26;,77;9,4;5;0
red;7,8;,59;,18;2,3;,076;17;54;,9975;3,43;,59;10;5;0
red;7,3;,39;,31;2,4;,074;9;46;,9962;3,41;,54;9,4;6;0
red;8,8;,4;,4;2,2;,079;19;52;,998;3,44;,64;9,2;5;0
red;7,7;,69;,49;1,8;,115;20;112;,9968;3,21;,71;9,3;5;0
red;7,5;,52;,16;1,9;,085;12;35;,9968;3,38;,62;9,5;7;1
red;7;,735;,05;2;,081;13;54;,9966;3,39;,57;9,8;5;0
red;7,2;,725;,05;4,65;,086;4;11;,9962;3,41;,39;10,9;5;0
red;7,2;,725;,05;4,65;,086;4;11;,9962;3,41;,39;10,9;5;0
red;7,5;,52;,11;1,5;,079;11;39;,9968;3,42;,58;9,6;5;0
red;6,6;,705;,07;1,6;,076;6;15;,9962;3,44;,58;10,7;5;0
red;9,3;,32;,57;2;,074;27;65;,9969;3,28;,79;10,7;5;0
red;8;,705;,05;1,9;,074;8;19;,9962;3,34;,95;10,5;6;0
red;7,7;,63;,08;1,9;,076;15;27;,9967;3,32;,54;9,5;6;0
red;7,7;,67;,23;2,1;,088;17;96;,9962;3,32;,48;9,5;5;0
red;7,7;,69;,22;1,9;,084;18;94;,9961;3,31;,48;9,5;5;0
red;8,3;,675;,26;2,1;,084;11;43;,9976;3,31;,53;9,2;4;0
red;9,7;,32;,54;2,5;,094;28;83;,9984;3,28;,82;9,6;5;0
red;8,8;,41;,64;2,2;,093;9;42;,9986;3,54;,66;10,5;5;0
red;8,8;,41;,64;2,2;,093;9;42;,9986;3,54;,66;10,5;5;0
red;6,8;,785;0;2,4;,104;14;30;,9966;3,52;,55;10,7;6;0
red;6,7;,75;,12;2;,086;12;80;,9958;3,38;,52;10,1;5;0
red;8,3;,625;,2;1,5;,08;27;119;,9972;3,16;1,12;9,1;4;0
red;6,2;,45;,2;1,6;,069;3;15;,9958;3,41;,56;9,2;5;0
red;7,8;,43;,7;1,9;,464;22;67;,9974;3,13;1,28;9,4;5;0
red;7,4;,5;,47;2;,086;21;73;,997;3,36;,57;9,1;5;0
red;7,3;,67;,26;1,8;,401;16;51;,9969;3,16;1,14;9,4;5;0
red;6,3;,3;,48;1,8;,069;18;61;,9959;3,44;,78;10,3;6;0
red;6,9;,55;,15;2,2;,076;19;40;,9961;3,41;,59;10,1;5;0
red;8,6;,49;,28;1,9;,11;20;136;,9972;2,93;1,95;9,9;6;0
red;7,7;,49;,26;1,9;,062;9;31;,9966;3,39;,64;9,6;5;0
red;9,3;,39;,44;2,1;,107;34;125;,9978;3,14;1,22;9,5;5;0
red;7;,62;,08;1,8;,076;8;24;,9978;3,48;,53;9;5;0
red;7,9;,52;,26;1,9;,079;42;140;,9964;3,23;,54;9,5;5;0
red;8,6;,49;,28;1,9;,11;20;136;,9972;2,93;1,95;9,9;6;0
red;8,6;,49;,29;2;,11;19;133;,9972;2,93;1,98;9,8;5;0
red;7,7;,49;,26;1,9;,062;9;31;,9966;3,39;,64;9,6;5;0
red;5;1,02;,04;1,4;,045;41;85;,9938;3,75;,48;10,5;4;0
red;4,7;,6;,17;2,3;,058;17;106;,9932;3,85;,6;12,9;6;0
red;6,8;,775;0;3;,102;8;23;,9965;3,45;,56;10,7;5;0
red;7;,5;,25;2;,07;3;22;,9963;3,25;,63;9,2;5;0
red;7,6;,9;,06;2,5;,079;5;10;,9967;3,39;,56;9,8;5;0
